result_group,evidence_epoch,case,comparison,metric,baseline_value,design_value,unit,speedup_x,reduction_percent,status,source,notes
"mixed_numerical","Phase3 frozen","extended stress selected design","optimized Mixed vs FP32","minimum_cosine","","0.9998738529362103","cosine","","","SUPPORTED_WITH_BOUNDARY","experiments/phase1_online_softmax/results/phase3_reciprocal_model/report.md","Below 0.9999; primary candidate is existing EXP/FP16-max quantization"
"explicit_p_negative","Phase4 formal","N8_D32","Software Softmax vs Mixed SMU","softmax_cycles","12502","14812","cycle","0.844045368620","-18.477044","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Mixed slower"
"explicit_p_negative","Phase4 formal","N8_D32","Software Softmax vs Mixed SMU","attention_total_cycles","839111","841597","cycle","0.997046093009","-0.296266","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Five-stage arithmetic sum"
"explicit_p_negative","Phase4 formal","N8_D32","Software Softmax vs Mixed SMU","raw_total_cycles","931920","934412","cycle","0.997333082195","-0.267405","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Full Phase4 measured window"
"explicit_p_negative","Phase4 formal","N16_D64","Software Softmax vs Mixed SMU","softmax_cycles","48595","48534","cycle","1.001256851712","0.125527","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Only 61-cycle improvement"
"explicit_p_negative","Phase4 formal","N16_D64","Software Softmax vs Mixed SMU","attention_total_cycles","6767387","6768406","cycle","0.999849447568","-0.015058","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Five-stage arithmetic sum; Mixed slower"
"explicit_p_negative","Phase4 formal","N16_D64","Software Softmax vs Mixed SMU","raw_total_cycles","7134015","7135062","cycle","0.99985325985","-0.014676","NEGATIVE_RESULT","experiments/phase4_softmax_ablation/results/cycles.csv","Mixed slower"
"explicit_p_numerical","Phase4 formal host","N8_D32","Software Softmax vs Mixed SMU","probability_mae","","0.0009019226999953389","absolute","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host comparison"
"explicit_p_numerical","Phase4 formal host","N8_D32","Software Softmax vs Mixed SMU","probability_cosine","","0.999960076823964","cosine","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host float64 authority"
"explicit_p_numerical","Phase4 formal host","N8_D32","Software Softmax vs Mixed SMU","output_mae","","0.0005227005410688434","absolute","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv",""
"explicit_p_numerical","Phase4 formal host","N8_D32","Software Softmax vs Mixed SMU","output_cosine","","0.9999530917286032","cosine","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host float64 authority"
"explicit_p_numerical","Phase4 formal host","N16_D64","Software Softmax vs Mixed SMU","probability_mae","","0.00047458516201004386","absolute","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host comparison"
"explicit_p_numerical","Phase4 formal host","N16_D64","Software Softmax vs Mixed SMU","probability_cosine","","0.999957063535786","cosine","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host float64 authority"
"explicit_p_numerical","Phase4 formal host","N16_D64","Software Softmax vs Mixed SMU","output_mae","","0.0006146771205770563","absolute","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv",""
"explicit_p_numerical","Phase4 formal host","N16_D64","Software Softmax vs Mixed SMU","output_cosine","","0.9999501082673721","cosine","","","SUPPORTED","experiments/phase4_softmax_ablation/results/numerical.csv","Host float64 authority"
"standalone_ppa","Phase3 formal area","standalone","Legacy scalar","mapped_cells","","69012","cell","","","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Three identical trials"
"standalone_ppa","Phase3 formal area","standalone","Legacy scalar","mapped_area","","72399.082","Nangate45 Liberty area unit","","","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Standalone only"
"standalone_ppa","Phase3 formal area","standalone","Mixed + Division vs Legacy","mapped_cells","69012","47141","cell","1.463948579793","31.691590","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Cell-count reduction differs from area reduction"
"standalone_ppa","Phase3 formal area","standalone","Mixed + Division vs Legacy","mapped_area","72399.082","52000.074","Nangate45 Liberty area unit","1.392288055231","28.175783","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Standalone only"
"standalone_ppa","Phase3 formal area","standalone","Mixed + Reciprocal vs Legacy","mapped_cells","69012","48418","cell","1.425337684332","29.841187","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Cell-count reduction differs from area reduction"
"standalone_ppa","Phase3 formal area","standalone","Mixed + Reciprocal vs Legacy","mapped_area","72399.082","52407.586","Nangate45 Liberty area unit","1.381461874623","27.612914","SUPPORTED_WITH_BOUNDARY","experiments/phase3_reciprocal_hardware/area/area_trials.csv","Standalone only"
"standalone_timing","Phase3 formal timing proxy","standalone","Legacy scalar","reg_to_reg_delay_proxy","","12517.79","ps","","","PARTIAL","experiments/phase3_reciprocal_hardware/timing/timing_trials.csv","Not Fmax; target not met"
"standalone_timing","Phase3 formal timing proxy","standalone","Mixed + Division vs Legacy","reg_to_reg_delay_proxy","12517.79","14619.73","ps","0.856225794451","-16.791622","PARTIAL","experiments/phase3_reciprocal_hardware/timing/timing_trials.csv","Longer is worse; separate mapping from area"
"standalone_timing","Phase3 formal timing proxy","standalone","Mixed + Reciprocal vs Legacy","reg_to_reg_delay_proxy","12517.79","15539.55","ps","0.805543918582","-24.139724","PARTIAL","experiments/phase3_reciprocal_hardware/timing/timing_trials.csv","Longer is worse; separate mapping from area"
"cluster_ppa","Phase6 P0-1 formal","spatz_cluster_wrapper","Spatz Baseline vs Spatz + Mixed SMU","mapped_area","","","area unit","","","BLOCKED_RESOURCE","experiments/phase6_integrated_cost_generality/p0_1_integrated_cost/formal/synthesis_comparison.csv","r3/r4 OOM at techmap; no mapped-hier-stat"
"cluster_ppa","Phase6 P0-1 formal","spatz_cluster_wrapper","Spatz Baseline vs Spatz + Mixed SMU","timing_proxy","","","ps","","","BLOCKED_RESOURCE","experiments/phase6_integrated_cost_generality/p0_1_integrated_cost/formal/synthesis_comparison.csv","No timing value emitted"
"cluster_ppa","Phase6 P0-1 formal","spatz_cluster_wrapper","Spatz Baseline vs Spatz + Mixed SMU","fmax_impact","","","MHz","","","UNSUPPORTED","experiments/phase6_integrated_cost_generality/report.md","No valid Fmax method/result"
"cluster_ppa","Phase6 P0-1 formal","spatz_cluster_wrapper","Spatz Baseline vs Spatz + Mixed SMU","power_overhead","","","power","","","NOT MEASURED","experiments/phase6_integrated_cost_generality/report.md","No power flow"
"historical_microkernel","M2/TCAS-II frozen separate epoch","BERT_N12_D64","B2R vs legacy A1 Scalar SMU+RVV","cycles","19856","4128","cycle","4.81007751938","79.210314","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Do not pool with Phase5-8 Mixed native data"
"historical_microkernel","M2/TCAS-II frozen separate epoch","Mistral_N32_D128","B2R vs legacy A1 Scalar SMU+RVV","cycles","56296","12866","cycle","4.375563500699","77.145801","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Do not pool with Phase5-8 Mixed native data"
"historical_microkernel","M2/TCAS-II frozen separate epoch","Qwen14B_N40_D128","B2R vs legacy A1 Scalar SMU+RVV","cycles","69348","15733","cycle","4.407805250111","77.312972","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Do not pool with Phase5-8 Mixed native data"
"historical_microkernel","M2/TCAS-II frozen separate epoch","three workloads","B2R vs legacy A1 Scalar SMU+RVV","geometric_mean_speedup","","4.526920018368193","x","","","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Separate evidence epoch"
"historical_full_smu","M2/TCAS-II frozen separate epoch","BERT_N12_D64","B2R vs Full SMU/A2","cycles","19856","7704","cycle","2.577362409138","61.200645","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Ablation only"
"historical_full_smu","M2/TCAS-II frozen separate epoch","Mistral_N32_D128","B2R vs Full SMU/A2","cycles","56296","34728","cycle","1.621055056439","38.311781","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Ablation only"
"historical_full_smu","M2/TCAS-II frozen separate epoch","Qwen14B_N40_D128","B2R vs Full SMU/A2","cycles","69348","43206","cycle","1.605054853493","37.696833","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Ablation only"
"historical_full_smu","M2/TCAS-II frozen separate epoch","three workloads","B2R vs Full SMU/A2","geometric_mean_speedup","","1.885765610308","x","","","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_workload_comparison.csv","Ablation only"
"historical_full_smu","M2/TCAS-II frozen separate epoch","standalone","A1 Scalar SMU+RVV vs Full SMU/A2","mapped_area","77103.292","114713.298","Nangate45 Liberty area unit","0.672139092366","-48.778729","HISTORICAL_FROZEN_SEPARATE","experiments/parsed/final_area.csv","A2 is 48.779% larger; standalone only"
"historical_full_smu","M2/TCAS-II frozen separate epoch","standalone","A1 Scalar SMU+RVV vs Full SMU/A2","reg_to_reg_delay_proxy","12342.85","13202.60","ps","0.934880250860","-6.965571","PARTIAL_HISTORICAL","experiments/parsed/final_timing.csv","Pre-layout proxy; not Fmax"
